GO,level
GO:0014725,11
GO:0045655,12
GO:0045649,12
GO:0045670,12
GO:0030852,12
GO:0060375,12
GO:0045580,12
GO:0032823,12
GO:0045577,12
GO:1903140,10
GO:2000973,12
GO:2000174,13
GO:2001035,13
GO:0010830,8
GO:2000797,8
GO:0048330,14
GO:0048400,14
GO:0045464,15
GO:0042672,15
GO:0021776,13
GO:0048401,14
GO:0048329,14
GO:0060822,12
GO:0021530,13
GO:0060653,12
GO:0098535,10
GO:0060563,8
GO:0036305,8
GO:0002067,8
GO:0060704,11
GO:0061140,11
GO:0061141,11
GO:0060486,11
GO:0060509,11
GO:0061261,11
GO:0003337,14
GO:0072008,13
GO:0001949,9
GO:0030851,11
GO:0030225,11
GO:0060374,11
GO:0030316,11
GO:0097029,11
GO:0030224,11
GO:0003347,10
GO:0044335,10
GO:0044338,10
GO:0097086,7
GO:0003255,10
GO:0072248,14
GO:0072015,14
GO:0061256,14
GO:0061322,10
GO:0061320,10
GO:0021888,14
GO:0060642,10
GO:0072209,11
GO:0061260,11
GO:0035981,12
GO:0060983,12
GO:0060920,10
GO:0055012,10
GO:0055011,10
GO:0060932,11
GO:0061445,12
GO:0060938,10
GO:0060942,10
GO:0060951,11
GO:0003349,10
GO:0061310,11
GO:0061308,11
GO:0014902,7
GO:2000721,14
GO:2000820,14
GO:0003256,14
GO:0002572,12
GO:0002328,11
GO:0002321,11
GO:0010975,12
GO:0046532,11
GO:0120006,11
GO:2000977,12
GO:0045631,11
GO:1904338,11
GO:0048886,11
GO:0042705,11
GO:0001754,11
GO:0021858,11
GO:0070656,11
GO:0035778,13
GO:0072258,11
GO:0061266,11
GO:0072162,11
GO:0061223,11
GO:0072240,15
GO:0072312,13
GO:0061250,13
GO:0048913,11
GO:0048931,11
GO:0010055,10
GO:0010054,10
GO:1904799,13
GO:1904800,14
GO:0060574,10
GO:0002071,10
GO:1904801,14
GO:0001307,9
GO:0060985,13
GO:0060941,11
GO:0060944,11
GO:0060955,12
GO:0061317,11
GO:0060925,11
GO:0060924,11
GO:0060927,11
GO:0022024,15
GO:0072250,15
GO:0061258,15
GO:0072247,15
GO:0061255,15
GO:0035029,11
GO:0061264,15
GO:0072256,15
GO:0002364,14
GO:0060115,13
GO:0042706,12
GO:0042707,12
GO:0021902,13
GO:0021898,13
GO:0042671,15
GO:0048326,14
GO:0048397,14
GO:0048325,14
GO:0048396,14
GO:0048939,12
GO:0048941,12
GO:0060954,12
GO:0048942,13
GO:0048940,13
GO:0003414,14
GO:0007409,13
GO:0035678,13
GO:0008594,12
GO:0001886,9
GO:0003431,14
GO:0048747,8
GO:0014904,8
GO:0021884,12
GO:0021955,14
GO:0042463,12
GO:0042462,12
GO:0060122,13
GO:0060118,13
GO:0060117,13
GO:0048812,12
GO:0003389,12
GO:0106030,12
GO:0061564,12
GO:0048936,14
GO:0035677,13
GO:0035676,13
GO:1903141,11
GO:0048823,12
GO:0048822,12
GO:0061028,9
GO:0002068,9
GO:0061251,14
GO:0072313,14
GO:0072016,14
GO:0072315,14
GO:0061252,14
GO:0072255,15
GO:0061263,15
GO:0060926,11
GO:0048739,11
GO:0055015,11
GO:0055014,11
GO:0060984,13
GO:0060943,11
GO:0060939,11
GO:1903142,11
GO:0044120,9
GO:2000799,9
GO:0010831,9
GO:2001037,14
GO:0001317,9
GO:0046551,14
GO:0060223,14
GO:0046549,14
GO:0021875,12
GO:0021900,14
GO:0021862,12
GO:0097432,13
GO:0021894,13
GO:0021647,10
GO:0021619,10
GO:0021632,10
GO:0021601,10
GO:0021635,10
GO:0021640,10
GO:0021630,10
GO:0021614,10
GO:0021606,10
GO:0061558,10
GO:0048893,13
GO:0048918,10
GO:0048894,15
GO:0048909,10
GO:1903375,10
GO:0061551,10
GO:0072560,12
GO:0060851,12
GO:1904954,13
GO:1905438,13
GO:0071529,10
GO:0007519,9
GO:0060481,10
GO:0072163,10
GO:0072207,10
GO:0048919,11
GO:0048901,11
GO:0090059,7
GO:0090058,7
GO:0003202,12
GO:0061247,13
GO:0072223,13
GO:0061285,10
GO:0072213,10
GO:0060483,10
GO:0072075,10
GO:0061219,10
GO:0002075,9
GO:0002074,10
GO:0007524,9
GO:0099134,7
GO:0099137,7
GO:0021843,13
GO:0150023,15
GO:0150020,15
GO:0003397,15
GO:0100067,14
GO:0072264,13
GO:0072139,13
GO:0021802,15
GO:0014012,14
GO:0101027,14
GO:0014814,14
GO:0072222,15
GO:0072225,15
GO:0035777,13
GO:0035776,13
GO:1903699,9
GO:0043010,9
GO:0055034,9
GO:0048749,9
GO:0061214,10
GO:0072208,10
GO:0061216,14
GO:0072212,14
GO:0061977,9
GO:0061976,9
GO:0003261,13
GO:0003262,13
GO:0003162,10
GO:0003229,9
GO:0003161,9
GO:0003163,10
GO:1901227,14
GO:1901228,14
GO:0003258,14
GO:0060929,12
GO:0060928,12
GO:0060845,12
GO:0060844,12
GO:0003169,12
GO:0061116,12
GO:0060577,12
GO:0060578,12
GO:0097496,12
GO:0060982,12
GO:0061156,12
GO:0035909,12
GO:0097070,12
GO:0003201,12
GO:0035907,12
GO:0035908,12
GO:0021851,14
GO:0003384,10
GO:0003370,12
GO:0010004,10
GO:0055112,10
GO:0035125,10
GO:0035123,10
GO:0035124,10
GO:0035115,9
GO:0035116,9
GO:0003302,11
GO:0003303,15
GO:0003304,11
GO:0003145,11
GO:0060272,10
GO:0035297,13
GO:0060775,11
GO:0003227,13
GO:0003225,13
GO:0003220,12
GO:0003223,12
GO:0003221,12
GO:0061349,12
GO:0048105,10
GO:0061277,15
GO:0061273,15
GO:0061276,15
GO:0039013,14
GO:0039011,14
GO:0072287,14
GO:0072288,14
GO:0072158,13
GO:0072156,13
GO:0003429,15
GO:0061974,11
GO:0061972,11
GO:0090500,11
GO:0060940,12
GO:0061350,12
GO:1905316,10
GO:1905317,10
GO:0001746,10
GO:0001745,10
GO:0048593,10
GO:0061221,11
GO:0072133,11
GO:0007437,10
GO:0090504,8
GO:0060572,8
GO:0035144,9
GO:0035143,9
GO:0035142,9
GO:0060648,11
GO:0097498,9
GO:0061155,13
GO:2001036,14
GO:0010832,9
GO:2000798,9
GO:0002880,9
GO:0052032,9
GO:0002877,9
GO:0106056,10
GO:0010462,14
GO:0061765,17
GO:0070376,12
GO:0043405,12
GO:0070372,12
GO:0070432,15
GO:0070428,15
GO:0085032,17
GO:1903719,17
GO:0044080,11
GO:1902253,10
GO:0046578,9
GO:0044082,9
GO:1903939,9
GO:1903432,9
GO:0044081,10
GO:0075205,11
GO:0075208,11
GO:0042509,12
GO:0042501,11
GO:0010533,14
GO:0033139,12
GO:1902041,10
GO:0075211,12
GO:0075153,9
GO:0075171,9
GO:1901229,14
GO:0008591,11
GO:1900107,11
GO:1900729,14
GO:0075124,12
GO:0075121,12
GO:0075127,12
GO:0075093,11
GO:0075096,11
GO:0075090,11
GO:1904990,14
GO:2000131,9
GO:2000128,9
GO:0075162,11
GO:0075159,11
GO:0075165,11
GO:1904325,12
GO:1903080,10
GO:0002846,12
GO:0002883,10
GO:2000316,8
GO:0002825,8
GO:0002712,8
GO:0002709,8
GO:0002885,11
GO:0035397,9
GO:0002714,9
GO:2000318,9
GO:0002827,9
GO:0002711,9
GO:0070430,16
GO:0070434,16
GO:0052257,11
GO:0052382,11
GO:0052166,11
GO:0044635,12
GO:0044631,12
GO:0052286,11
GO:0052527,11
GO:0052262,11
GO:0052344,11
GO:0052559,11
GO:0052263,11
GO:0052264,11
GO:0052347,11
GO:0052369,11
GO:0052075,11
GO:0052539,10
GO:0052292,10
GO:0052290,10
GO:0044416,10
GO:0052393,10
GO:0052265,12
GO:0052389,12
GO:0052102,12
GO:0052079,11
GO:0052502,10
GO:0052271,11
GO:0052035,10
GO:0034055,11
GO:0033664,10
GO:0052107,10
GO:0052063,12
GO:0052076,10
GO:0052270,10
GO:0052269,10
GO:0002882,10
GO:0002879,10
GO:2001034,12
GO:1905168,12
GO:1903112,13
GO:0052103,13
GO:0052104,13
GO:1903082,11
GO:2000096,12
GO:1901231,15
GO:0045813,12
GO:1902043,11
GO:0097296,15
GO:1902220,11
GO:1902255,11
GO:0075172,10
GO:0075212,13
GO:0075154,10
GO:0042976,13
GO:0042531,13
GO:0010536,15
GO:0075091,12
GO:0075094,12
GO:0075097,12
GO:0075160,12
GO:0075163,12
GO:0075166,12
GO:0075122,13
GO:0075125,13
GO:0075128,13
GO:1900731,15
GO:1904992,15
GO:2000133,10
GO:2000130,10
GO:0070374,13
GO:0070378,13
GO:0032874,13
GO:0090080,13
GO:0043406,13
GO:0106058,11
GO:1901196,11
GO:1901197,11
GO:0046579,10
GO:0085033,18
GO:1903721,18
GO:0075206,12
GO:1904263,10
GO:1904515,10
GO:0070339,9
GO:0002881,10
GO:0052036,11
GO:0002878,10
GO:0002884,11
GO:0001806,9
GO:0016068,9
GO:0044634,12
GO:0044632,12
GO:0052258,11
GO:0052170,11
GO:0039502,14
GO:0002713,9
GO:0002826,9
GO:2000317,9
GO:0002710,9
GO:0002415,8
GO:0002387,7
GO:0002401,11
GO:0002425,11
GO:0045063,16
GO:0016064,7
GO:0072539,16
GO:0072432,8
GO:1990820,7
GO:0072470,7
GO:0072435,9
GO:0072444,8
GO:0072476,7
GO:0072464,8
GO:0072441,8
GO:0072485,7
GO:0072423,7
GO:0072438,7
GO:0071221,10
GO:0036493,12
GO:1902010,12
GO:0036491,12
GO:0070323,12
GO:0010892,12
GO:0032939,12
GO:0032938,12
GO:0070322,12
GO:0080149,12
GO:1990611,12
GO:0010998,12
GO:0010768,15
GO:0031848,10
GO:0097698,10
GO:0042771,9
GO:0098504,9
GO:0006307,10
GO:0051103,9
GO:0006298,9
GO:0010213,9
GO:0036297,9
GO:0006301,9
GO:1902113,9
GO:0000731,9
GO:0000726,9
GO:0000012,9
GO:0006290,9
GO:0006284,9
GO:0000725,9
GO:0043504,9
GO:0006302,9
GO:0070914,9
GO:0045004,12
GO:0006289,9
GO:0061401,16
GO:0071477,8
GO:0071475,8
GO:0061416,15
GO:0071473,8
GO:1990127,9
GO:1902219,11
GO:0061393,15
GO:0061428,15
GO:0061417,15
GO:1990095,16
GO:1904925,10
GO:1904924,11
GO:0097700,7
GO:0097706,7
GO:0097705,7
GO:0072515,11
GO:0090442,10
GO:0090441,10
GO:0034514,8
GO:0071630,12
GO:0071629,12
GO:0071712,11
GO:0033217,14
GO:0061412,15
GO:1990253,9
GO:0061406,15
GO:1990561,14
GO:1905287,13
GO:1901482,14
GO:0036278,14
GO:1901481,12
GO:0071264,13
GO:0071263,13
GO:0034225,14
GO:0038066,12
GO:0007254,12
GO:0000161,12
GO:0062031,12
GO:0032873,13
GO:0036003,14
GO:0097201,14
GO:0030433,12
GO:0061409,16
GO:0061407,16
GO:0036129,16
GO:0070028,12
GO:1904682,8
GO:0003035,12
GO:0003037,12
GO:0003039,12
GO:0003034,12
GO:0003038,12
GO:0003036,12
GO:1904927,8
GO:1904637,8
GO:1904551,8
GO:1905390,8
GO:0071399,8
GO:0071400,8
GO:1903443,8
GO:1903545,8
GO:0071233,8
GO:0071213,8
GO:0071235,8
GO:0036346,8
GO:0071234,8
GO:1905243,8
GO:1905375,8
GO:0071232,8
GO:0072751,8
GO:0071360,8
GO:0072734,8
GO:0060360,16
GO:0036256,8
GO:1990830,7
GO:0071349,7
GO:0097398,7
GO:0035457,7
GO:0035458,7
GO:0098759,7
GO:0071354,7
GO:0036006,7
GO:0071355,7
GO:0071348,7
GO:0035963,7
GO:0036216,7
GO:0097397,7
GO:0097011,7
GO:0071351,7
GO:0036018,7
GO:0036016,7
GO:1990643,7
GO:0071353,7
GO:0071356,7
GO:0071352,7
GO:1990869,7
GO:0098761,7
GO:0071350,7
GO:0071347,7
GO:0009373,12
GO:0097403,7
GO:0072709,7
GO:0071325,7
GO:0071326,7
GO:0071324,7
GO:1904630,7
GO:0106097,7
GO:1905231,7
GO:0071299,9
GO:1905837,7
GO:1905388,7
GO:0035729,7
GO:0035924,7
GO:0072705,7
GO:0071388,10
GO:1903497,10
GO:0071799,9
GO:0071380,9
GO:0071386,10
GO:0071397,8
GO:1901625,8
GO:0071416,8
GO:1903014,7
GO:1905546,7
GO:0071408,7
GO:1904568,7
GO:0071317,8
GO:0071410,7
GO:0071382,9
GO:0071276,7
GO:0071281,7
GO:0071278,7
GO:0071286,7
GO:0071280,7
GO:0071288,7
GO:0071277,7
GO:0071292,7
GO:0071289,7
GO:0071284,7
GO:0071285,7
GO:0071294,7
GO:0035865,7
GO:0071275,7
GO:0071290,7
GO:0071279,7
GO:0071287,7
GO:1902169,8
GO:0072753,8
GO:1904646,8
GO:0071874,9
GO:0071872,9
GO:0071309,9
GO:0071413,8
GO:1904401,8
GO:1990831,8
GO:0021788,18
GO:0021791,18
GO:1904609,7
GO:0071307,9
GO:0071303,9
GO:0045991,13
GO:0000429,13
GO:0061432,13
GO:0021790,18
GO:0021787,18
GO:0032064,13
GO:0032063,13
GO:0002545,7
GO:0006953,7
GO:0002527,10
GO:0002525,7
GO:0002541,8
GO:0009307,9
GO:0044356,7
GO:0071480,8
GO:0071481,8
GO:0071483,8
GO:0071484,8
GO:0071489,8
GO:0034644,8
GO:0055121,8
GO:0010244,8
GO:0009906,7
GO:0010218,7
GO:0010114,7
GO:0009641,7
GO:0090546,7
GO:0010196,7
GO:0010224,7
GO:0070141,7
GO:0009650,7
GO:0010225,7
GO:0048572,7
GO:0009907,8
GO:0048571,7
GO:0036367,7
GO:0009645,7
GO:0009643,7
GO:0055122,7
GO:0009646,7
GO:0009644,7
GO:0061402,14
GO:0061422,15
GO:0044628,13
GO:0044629,13
GO:1903081,11
GO:1901291,12
GO:2000042,12
GO:2001033,12
GO:1903824,12
GO:1903111,13
GO:0052087,11
GO:0052068,11
GO:0033660,11
GO:0052078,11
GO:0033663,11
GO:0033661,11
GO:0052005,11
GO:0034054,11
GO:0052268,11
GO:0052311,11
GO:0052252,11
GO:0052267,11
GO:0038101,13
GO:0038105,10
GO:0075095,12
GO:0075098,12
GO:0075092,12
GO:2000132,10
GO:2000129,10
GO:0060162,14
GO:0075167,12
GO:0075161,12
GO:0075164,12
GO:0075126,13
GO:0075129,13
GO:0075123,13
GO:0002030,10
GO:0002032,10
GO:0002031,10
GO:1900730,15
GO:1904991,15
GO:0071878,15
GO:1901230,15
GO:0045812,12
GO:0075173,10
GO:0075155,10
GO:0075213,13
GO:1902254,11
GO:1903720,18
GO:0085034,18
GO:0046580,10
GO:0075207,12
GO:0007193,12
GO:0106057,11
GO:1903940,10
GO:1904262,10
GO:0051389,13
GO:0043407,13
GO:0070377,13
GO:0070373,13
GO:0051390,13
GO:0007174,13
GO:1900108,12
GO:0042532,13
GO:1902042,11
GO:0001581,9
GO:0046535,9
GO:0001583,9
GO:0001582,9
GO:0001580,9
GO:0120168,9
GO:0120169,9
GO:0051468,9
GO:0070340,10
GO:0034289,8
GO:0009731,8
GO:0009732,8
GO:2000699,16
GO:0021899,14
GO:0035602,10
GO:0007181,10
GO:0072754,8
GO:0071373,9
GO:1904385,9
GO:1904117,9
GO:1990878,9
GO:1990314,9
GO:0071378,9
GO:0032869,9
GO:1905229,9
GO:1990646,9
GO:1990859,9
GO:0071376,9
GO:0061848,9
GO:0097211,9
GO:0071377,9
GO:0071384,8
GO:0035077,9
GO:0071381,9
GO:0044751,8
GO:0071372,8
GO:0003434,15
GO:0003154,14
GO:0051384,8
GO:0051385,8
GO:0071451,8
GO:0010040,7
GO:0010041,7
GO:0035445,9
GO:0015724,10
GO:0015904,8
GO:0042894,8
GO:0006846,10
GO:2001099,9
GO:0043215,8
GO:0043213,8
GO:0042884,8
GO:0015730,12
GO:0042892,8
GO:0015746,10
GO:0042889,10
GO:1900753,8
GO:0015901,7
GO:1902270,12
GO:1903400,13
GO:0071939,11
GO:1903710,9
GO:1903791,9
GO:0035378,8
GO:0090513,13
GO:0089708,13
GO:1901962,8
GO:0015881,11
GO:1990544,11
GO:1903088,7
GO:1903811,13
GO:0098838,11
GO:1903808,12
GO:1903091,9
GO:1903803,12
GO:0090514,12
GO:1902599,8
GO:0071422,12
GO:1903090,9
GO:1904555,13
GO:0097339,11
GO:0006843,12
GO:1904556,12
GO:0035433,11
GO:0089709,12
GO:0042870,11
GO:1990961,7
GO:1903092,8
GO:1903401,12
GO:1905135,11
GO:1903807,12
GO:1905544,13
GO:1904983,12
GO:1901477,8
GO:1903352,12
GO:1903785,12
GO:1904669,11
GO:0031921,8
GO:0031922,8
GO:0090494,9
GO:0090515,13
GO:0009746,7
GO:1905630,7
GO:0010353,7
GO:0034286,7
GO:0009744,7
GO:1904382,14
GO:1990337,7
GO:1901560,7
GO:0098757,7
GO:1901500,7
GO:0098612,9
GO:0098611,9
GO:1902158,10
GO:1902156,10
GO:0010971,12
GO:0045842,15
GO:1900087,12
GO:0001900,12
GO:1905116,14
GO:2000717,14
GO:2000720,14
GO:1904909,14
GO:0106116,14
GO:0106113,14
GO:2000923,13
GO:2000917,13
GO:2000908,12
GO:1903378,12
GO:1903752,12
GO:2000636,15
GO:2000633,15
GO:1903250,12
GO:2001196,15
GO:1901712,13
GO:2001278,12
GO:1903197,12
GO:1900080,13
GO:1901412,9
GO:1901415,9
GO:1900672,10
GO:1900677,10
GO:0035949,15
GO:0035948,15
GO:0100032,12
GO:0010513,11
GO:1905695,11
GO:1901353,11
GO:1903740,12
GO:1900413,14
GO:0032962,11
GO:0035961,14
GO:0033123,12
GO:1905014,16
GO:1900399,12
GO:1900373,12
GO:1904001,14
GO:0100068,12
GO:1902324,12
GO:2001280,12
GO:1905570,13
GO:1902730,10
GO:0042986,10
GO:0045224,10
GO:0045220,10
GO:2000560,10
GO:0051544,10
GO:2000105,12
GO:0046012,11
GO:2000767,11
GO:0070131,11
GO:0045975,11
GO:1905617,14
GO:0045901,11
GO:1904525,11
GO:0051973,11
GO:0032212,12
GO:1900270,12
GO:1900264,13
GO:0100015,13
GO:1900375,14
GO:1903508,11
GO:1900663,12
GO:0050668,11
GO:1901496,12
GO:1900478,14
GO:0100053,12
GO:0033133,12
GO:0046319,13
GO:2001158,14
GO:0035306,9
GO:0042327,9
GO:1904352,10
GO:1903052,10
GO:0010952,10
GO:0060189,12
GO:0010954,10
GO:1903003,12
GO:0010733,10
GO:1900724,11
GO:2000541,11
GO:0035307,10
GO:1901875,10
GO:1903322,10
GO:1904287,11
GO:1901985,11
GO:1903346,12
GO:2000170,12
GO:0090312,11
GO:0001934,10
GO:1904122,13
GO:0097235,15
GO:0100013,13
GO:1904737,13
GO:1902643,12
GO:1905639,12
GO:1900153,13
GO:0039595,12
GO:1901835,14
GO:2000624,13
GO:0035957,16
GO:1902958,19
GO:1903235,15
GO:0099703,15
GO:0045956,13
GO:2000732,14
GO:1904595,14
GO:0030844,10
GO:1905467,10
GO:1905821,10
GO:1905464,10
GO:1903852,10
GO:0044076,9
GO:1905673,9
GO:0061191,9
GO:1903473,13
GO:1904901,10
GO:0120151,13
GO:0061424,14
GO:0100004,12
GO:0120172,15
GO:0051695,13
GO:0051127,15
GO:1903617,13
GO:0110090,10
GO:2000673,10
GO:1905587,10
GO:0060545,9
GO:0035081,9
GO:2000108,9
GO:0033034,9
GO:1904522,9
GO:1904037,9
GO:0044337,10
GO:0010661,9
GO:0044533,9
GO:0034352,9
GO:2000271,9
GO:2001055,9
GO:0043280,13
GO:2000210,9
GO:1904651,9
GO:0120132,9
GO:0010255,10
GO:0072503,9
GO:0072504,9
GO:0006875,9
GO:0030004,9
GO:0030320,9
GO:0072501,9
GO:1902266,9
GO:0042049,9
GO:0072502,9
GO:1905741,17
GO:0021973,18
GO:0030842,9
GO:0030843,10
GO:0030840,10
GO:1902472,12
GO:0140280,13
GO:1903472,13
GO:0120150,12
GO:1904789,12
GO:0045841,15
GO:0030071,14
GO:0072428,16
GO:0010972,12
GO:0072425,11
GO:2000134,12
GO:1902400,11
GO:0120173,14
GO:1903476,12
GO:0098783,12
GO:1905115,13
GO:1904686,11
GO:0072453,14
GO:0072450,14
GO:0072443,15
GO:1902402,14
GO:0072480,17
GO:0072483,14
GO:0101017,16
GO:2000045,11
GO:0010389,11
GO:1904907,13
GO:1904908,14
GO:2000715,13
GO:2000716,14
GO:2000719,14
GO:2000718,13
GO:1905405,12
GO:0062022,12
GO:0062021,12
GO:0008088,8
GO:0099110,11
GO:0061880,12
GO:1901608,10
GO:1902838,10
GO:1901954,12
GO:0003356,8
GO:0098939,10
GO:0019896,10
GO:0086002,9
GO:0097375,16
GO:0021785,16
GO:0097377,16
GO:0097379,18
GO:0097380,18
GO:0031660,13
GO:0039645,10
GO:0039646,10
GO:0039593,10
GO:0039592,10
GO:0072478,17
GO:0072481,14
GO:0072448,14
GO:0072451,14
GO:1902401,14
GO:0031573,14
GO:1905507,15
GO:0072434,15
GO:0072431,15
GO:0110054,10
GO:1904900,10
GO:0031036,9
GO:0031037,9
GO:0110009,9
GO:0070650,9
GO:0051125,14
GO:0034314,14
GO:0070060,14
GO:0030041,9
GO:0030042,9
GO:2000115,12
GO:0061160,12
GO:0003412,11
GO:1903905,10
GO:1903904,10
GO:0003372,12
GO:0042388,10
GO:0042390,10
GO:0014065,9
GO:0070431,14
GO:0070427,14
GO:0038031,13
GO:0006978,9
GO:0038060,10
GO:0043006,11
GO:0035584,9
GO:1900621,13
GO:0010882,10
GO:0035585,9
GO:0097720,9
GO:0033173,10
GO:0019934,9
GO:0019933,9
GO:0031291,9
GO:0032482,9
GO:0032486,9
GO:0032011,9
GO:0032484,9
GO:0007266,9
GO:0016601,9
GO:1904766,10
GO:0002769,9
GO:0002774,9
GO:0002772,9
GO:0002770,9
GO:0002771,9
GO:0002773,9
GO:0035423,15
GO:0038095,9
GO:0038094,9
GO:1903074,10
GO:0036462,9
GO:0031959,11
GO:0042921,11
GO:0071847,9
GO:0038118,9
GO:0038150,9
GO:0038146,9
GO:0038116,9
GO:0038148,9
GO:0038163,9
GO:0038152,9
GO:0035689,9
GO:0038159,9
GO:0038115,9
GO:0003270,13
GO:0003268,13
GO:0003269,15
GO:0061316,10
GO:0061341,10
GO:0007260,11
GO:0030579,11
GO:0032924,9
GO:0007183,9
GO:0007182,9
GO:0008101,9
GO:0060389,9
GO:0048008,9
GO:0060396,10
GO:0045500,15
GO:0038084,9
GO:0035860,9
GO:0008286,10
GO:0007171,13
GO:0048009,9
GO:0048010,9
GO:0048012,9
GO:0031547,9
GO:0048014,9
GO:0048013,9
GO:0038127,9
GO:0008293,9
GO:0022025,14
GO:0098990,9
GO:0098989,9
GO:0098991,9
GO:0009747,10
GO:0009748,10
GO:1905129,9
GO:0086099,13
GO:0086033,12
GO:0086102,14
GO:0150059,9
GO:0150061,9
GO:0150060,9
GO:0010578,12
GO:0045173,8
GO:0060309,8
GO:0030167,8
GO:0006058,9
GO:0035977,9
GO:0016256,13
GO:0016258,8
GO:1904381,11
GO:0016257,8
GO:0051542,8
GO:0035781,8
GO:0035724,8
GO:0035780,8
GO:0045222,8
GO:0006057,8
GO:0045210,8
GO:0030166,8
GO:0050654,8
GO:0030201,8
GO:0050655,8
GO:0036507,9
GO:0035510,9
GO:0006305,9
GO:0044728,9
GO:0070580,9
GO:0045007,11
GO:0045006,9
GO:0045008,13
GO:0030592,9
GO:0060543,11
GO:0098530,11
GO:0060542,10
GO:0006272,12
GO:0006273,12
GO:0051102,9
GO:0051104,11
GO:1990067,9
GO:0016444,9
GO:0006312,9
GO:0035825,9
GO:0042152,9
GO:0035822,9
GO:0006314,9
GO:0045458,10
GO:0042150,9
GO:1905951,9
GO:0043111,13
GO:0031297,12
GO:0070716,12
GO:0048478,13
GO:0031051,10
GO:0006278,9
GO:0006277,9
GO:0090592,10
GO:0097510,11
GO:0071807,14
GO:0071170,12
GO:0043571,9
GO:0035753,9
GO:0043007,9
GO:0000736,11
GO:0000737,9
GO:0032043,9
GO:0000738,9
GO:0033259,11
GO:0071140,10
GO:0061487,12
GO:0000718,10
GO:0036292,9
GO:0061306,11
GO:0010791,12
GO:1903775,11
GO:0010792,11
GO:0010833,9
GO:0016233,9
GO:0090657,9
GO:0031627,9
GO:0000722,10
GO:0090737,9
GO:0010709,12
GO:0006271,11
GO:0031860,10
GO:0001121,11
GO:0006353,11
GO:0006352,11
GO:0009300,11
GO:0006360,11
GO:0098781,11
GO:0006366,11
GO:0097393,11
GO:0042793,11
GO:0009299,11
GO:0006390,11
GO:0006354,11
GO:0001059,11
GO:0001060,11
GO:0006383,11
GO:0001109,11
GO:2000539,10
GO:0006275,10
GO:0001326,10
GO:0008156,11
GO:0006261,10
GO:0140241,9
GO:0006614,13
GO:0006418,11
GO:0032543,9
GO:0006415,9
GO:0002181,9
GO:0071891,13
GO:0097303,8
GO:0097302,8
GO:0097304,8
GO:0006497,8
GO:0015014,10
GO:0010146,8
GO:0050652,10
GO:0050653,10
GO:0009243,9
GO:0045226,8
GO:0051072,8
GO:0030311,8
GO:0051680,8
GO:0009250,8
GO:0072344,10
GO:0006451,10
GO:0045900,11
GO:0002182,10
GO:0006448,10
GO:0070929,8
GO:0070125,10
GO:0006452,8
GO:0045212,8
GO:0036300,10
GO:0038016,10
GO:0038017,10
GO:2000286,10
GO:0016562,13
GO:0045557,8
GO:0035334,8
GO:0006627,12
GO:0071587,10
GO:0071586,10
GO:0010304,8
GO:0030164,8
GO:0007039,8
GO:0036205,8
GO:0036525,8
GO:0035601,8
GO:0018350,8
GO:0018032,8
GO:0018180,8
GO:0017013,8
GO:1990743,8
GO:0042040,8
GO:0018298,8
GO:0018277,8
GO:0070084,8
GO:0018215,8
GO:0017014,8
GO:0010731,8
GO:0018307,8
GO:0018065,8
GO:0080058,8
GO:0018214,8
GO:0044524,8
GO:0018149,8
GO:0031365,8
GO:0008213,8
GO:0018184,8
GO:0030923,8
GO:0043543,8
GO:0019988,12
GO:0051697,8
GO:0043686,8
GO:0017006,8
GO:0018249,8
GO:0018126,8
GO:0006470,8
GO:0051725,8
GO:0006468,8
GO:0016255,11
GO:0018193,8
GO:0070930,9
GO:0001318,10
GO:0009305,8
GO:0044601,8
GO:0046944,8
GO:0070647,8
GO:0006471,8
GO:0043687,8
GO:0032020,8
GO:0018175,8
GO:0018143,8
GO:0016598,11
GO:0018322,8
GO:0008214,8
GO:0018411,8
GO:0006618,14
GO:0120113,9
GO:1902926,8
GO:0010147,8
GO:0071999,8
GO:0051681,8
GO:0030980,9
GO:0005983,9
GO:0051275,9
GO:0005980,9
GO:0030310,8
GO:0051678,9
GO:0046355,9
GO:0030978,8
GO:0010411,9
GO:0005982,8
GO:0051273,8
GO:0051676,8
GO:0000957,9
GO:1990261,9
GO:0034661,9
GO:0071025,9
GO:0043633,9
GO:0000292,9
GO:0019941,9
GO:1990074,10
GO:0009228,8
GO:0009230,8
GO:0042451,9
GO:0046128,9
GO:0006152,9
GO:0046122,9
GO:0009711,7
GO:0006164,10
GO:0034033,10
GO:0034035,10
GO:0034034,10
GO:0009150,10
GO:0009151,11
GO:0006195,10
GO:0006145,9
GO:0046098,9
GO:0046083,9
GO:0046110,9
GO:0046100,9
GO:0033399,9
GO:0033400,9
GO:0018956,9
GO:0018957,9
GO:0033527,7
GO:0033526,7
GO:0015010,7
GO:0019508,8
GO:1902000,9
GO:1901024,9
GO:1901023,9
GO:0046193,7
GO:0046192,7
GO:0018925,8
GO:1902135,9
GO:0009713,7
GO:0046190,7
GO:1901887,13
GO:0046191,7
GO:0019599,9
GO:0019614,7
GO:1902134,9
GO:0019990,7
GO:0046219,9
GO:0046218,9
GO:0009700,7
GO:0042433,7
GO:1900783,9
GO:0042344,10
GO:0042432,7
GO:1900784,9
GO:0009759,10
GO:0019381,10
GO:0042185,9
GO:0042186,9
GO:0042187,9
GO:0019615,8
GO:1901008,8
GO:0052804,7
